vehicle_id,timestamp,latitude,longitude,speed,event_type,braking_event,collision_alert,lane_change
8DE15,2023-12-19 19:11:02.489399,2.03543493391426,-53.946273430655566,68.7,normal,0,0,0
UTP3390,2023-12-05 14:37:30.174678,13.517621238587438,-40.98599534315207,71.74,lane_change,0,0,1
HYI 290,2023-12-26 01:34:25.037475,18.624373578965603,73.4333013772777,103.89,normal,0,0,0
4-5603Z,2024-04-16 17:09:56.339820,43.6626130995941,148.91921811992017,89.37,normal,0,0,0
U 624404,2024-05-12 14:11:36.379269,-31.09011445811339,84.0056499200972,12.57,collision,0,1,0
5C 1510Y,2023-10-12 08:11:07.178055,50.90560044837136,112.27261831375438,85.41,braking,1,0,0
ZFL Y52,2023-10-25 16:57:11.306611,-8.192284601202516,-50.7846480951018,36.38,braking,1,0,0
YH-6169,2023-11-25 15:57:03.397837,54.70358637710689,-136.0137057061291,61.18,collision,0,1,0
524B,2023-12-19 16:55:20.157057,32.719436285645614,-103.47946139591836,60.28,braking,1,0,0
S22 9WN,2024-05-27 10:38:24.148911,60.708060191567625,42.32438780242239,35.15,normal,0,0,0
133 APC,2024-04-06 18:08:45.920186,-29.424414684664562,-147.26969173572854,66.73,lane_change,0,0,1
VSR2693,2024-07-01 07:14:07.181111,15.741292309224349,157.60071107477302,26.54,normal,0,0,0
647 FAU,2024-07-03 07:06:17.620928,-87.75307643338166,-155.14695382066466,119.75,braking,1,0,0
MMH 338,2024-03-31 06:35:48.642245,-40.89006430424382,-1.3362977897319581,13.84,normal,0,0,0
LAV 848,2023-10-26 16:59:33.185793,-49.84007002208608,-31.847674794506986,55.03,collision,0,1,0
669-986,2024-06-13 23:50:08.692128,-36.35352246574334,148.4532602276094,23.13,braking,1,0,0
23A 5661,2023-11-11 17:42:55.327130,0.6022980114040593,-33.47842813540143,74.41,lane_change,0,0,1
JE6 L8N,2023-10-07 03:43:25.224367,-2.619132414746616,136.89300765773265,72.08,lane_change,0,0,1
ECS6270,2024-07-08 08:45:33.905828,64.95015186506481,110.42932582134665,49.01,collision,0,1,0
0YX G36,2024-06-23 01:42:38.355046,-3.466736775605611,178.39597044827462,63.65,braking,1,0,0
617-ZZD,2024-01-24 18:57:39.845096,44.69982423907524,158.3781297301976,13.88,lane_change,0,0,1
GQE-323,2024-01-01 02:34:12.854346,32.463376974208785,12.058202950538544,86.87,collision,0,1,0
2G 7767T,2024-09-02 10:38:39.802000,52.12359290420494,-173.52233934329263,22.58,collision,0,1,0
316 EPD,2024-02-04 21:30:30.596311,43.46806930788452,126.38857523960547,20.11,lane_change,0,0,1
937815,2024-03-09 11:52:36.498848,35.55023136024019,148.05258051531314,87.02,collision,0,1,0
256 JDS,2024-01-19 02:33:40.784598,54.508469314183,69.09150143128815,34.54,braking,1,0,0
IVJ6403,2023-11-01 22:06:26.636873,-74.14057783716483,-167.69266912707127,79.14,normal,0,0,0
9KX G49,2024-06-25 15:02:53.419030,13.365180417401746,115.25824574181632,96.95,collision,0,1,0
HNC 502,2024-07-05 21:27:31.560116,11.566593485054057,-175.48767065588117,64.64,collision,0,1,0
168-IEI,2024-09-06 16:24:53.101814,8.684638539600627,123.8545237391944,31.14,collision,0,1,0
2VY 296,2024-03-25 08:27:20.976123,38.294808877625,-40.499968279957955,39.0,braking,1,0,0
DI 50758,2024-01-05 06:21:25.489505,-56.06550728066552,-19.009446900451763,57.09,braking,1,0,0
JIG 029,2024-01-02 13:24:16.239813,48.92583348238537,162.18925996623562,85.53,lane_change,0,0,1
454 ZOM,2023-10-01 04:02:02.018422,-61.63020327187247,-159.6723284261356,118.24,lane_change,0,0,1
E87 5OH,2023-09-15 08:55:44.574660,11.87060802354408,3.3481660180303834,59.47,normal,0,0,0
GN 17630,2024-07-19 17:09:56.289112,-66.01836638007443,167.86177099670869,20.93,collision,0,1,0
51W G79,2024-05-15 17:13:15.990646,57.15387072563317,-44.43669342323031,15.46,normal,0,0,0
437-MWR,2024-02-14 13:18:18.082361,-15.844172465800668,131.92378398558492,10.14,lane_change,0,0,1
4WX 468,2023-10-28 20:18:29.621705,-56.14060559255734,-38.93064048466451,81.55,normal,0,0,0
0NQ9752,2024-09-03 15:00:14.139441,15.901741238672571,-9.142650482938848,86.32,collision,0,1,0
751P,2024-05-01 22:27:39.409832,16.39129115132411,-5.083584020268205,73.8,collision,0,1,0
9H QK345,2023-10-11 16:43:48.285648,35.61678441074713,17.97328202968177,85.48,braking,1,0,0
0-C8054,2024-01-03 03:00:44.910015,16.062200705304804,82.00319804996639,56.82,collision,0,1,0
P 266138,2024-03-02 14:04:06.164473,18.32174979445341,51.78925351519635,52.16,braking,1,0,0
YYW9779,2023-10-09 19:37:01.442472,-63.057804354947535,151.76569081741775,78.66,braking,1,0,0
RS 7762,2024-01-15 22:47:53.203882,-40.858998262308916,154.53112941528968,75.48,braking,1,0,0
2G QC842,2024-02-04 19:36:36.977824,-10.053392318272941,49.66895812576524,35.79,braking,1,0,0
GFO-0985,2024-01-23 16:55:28.813109,41.5856203364651,-82.34778410793244,57.32,collision,0,1,0
025K,2024-01-26 20:01:54.162031,47.71948625637111,146.12026408712842,90.87,collision,0,1,0
389Z,2023-11-26 21:03:04.658751,75.29030930860921,-174.95275920408727,79.98,lane_change,0,0,1
092EP,2023-10-23 09:20:07.390842,5.7206121428888395,173.28704646273968,75.24,collision,0,1,0
QTL-575,2023-11-22 14:14:46.502630,29.070360441070562,178.7805424424767,25.68,lane_change,0,0,1
E72 8AO,2024-01-18 21:39:56.431077,31.08848539502091,-42.8719734555541,48.46,normal,0,0,0
749 YUG,2024-04-27 07:21:08.492174,-30.376123581112005,-54.48942185447693,21.32,lane_change,0,0,1
697 EFA,2023-09-21 23:15:04.704547,-23.436288509044346,-141.35202907396518,38.6,lane_change,0,0,1
UK5 4579,2023-10-17 05:59:51.120856,-22.33816584770689,-33.58145527256431,42.92,collision,0,1,0
31ZP410,2023-09-16 22:28:37.361655,-53.14645007199654,114.41042934323895,22.79,lane_change,0,0,1
736 7676,2024-04-01 08:23:43.702136,68.62629310319849,-171.7413750508918,26.51,normal,0,0,0
190XWS,2024-02-28 20:42:50.543392,-58.31087552527822,-99.6311759572729,83.29,braking,1,0,0
AO-8209,2024-06-06 00:49:52.220240,16.326320696802995,-63.89036395479867,66.1,normal,0,0,0
215 DHT,2024-01-16 20:06:35.951488,-31.565867984537462,-108.84339269157404,18.39,braking,1,0,0
PZV-3138,2023-12-15 08:24:31.420940,87.84553168172394,52.00258552511136,58.98,braking,1,0,0
WKQ 137,2023-12-16 18:33:25.336887,75.98361347857377,-144.53988358522508,0.34,lane_change,0,0,1
779-ZRC,2024-04-21 00:32:13.221107,-24.69064381019389,-121.39297422686201,108.06,collision,0,1,0
210-ZEW,2024-08-29 01:54:01.864399,60.75915979248677,23.310463124411967,79.27,lane_change,0,0,1
2-88373V,2024-09-03 18:02:29.598931,81.11516181865161,-173.6652742718225,25.47,collision,0,1,0
RGM G98,2024-03-17 19:28:23.643142,-83.31488969670643,83.80127109313224,12.99,normal,0,0,0
LYE-9505,2024-07-26 10:54:22.413726,-8.429861521554045,49.7075208922829,118.19,braking,1,0,0
0L 6369C,2024-03-07 04:54:12.908305,86.16711520914961,-54.72784000560665,77.87,collision,0,1,0
616-MYF,2024-04-24 05:31:41.365162,-82.09641528944529,-20.93812125568121,1.69,braking,1,0,0
20D•300,2024-07-11 22:09:02.640700,59.305999273012446,-94.66547098363316,22.29,braking,1,0,0
1YR 306,2024-01-24 10:23:07.238136,-18.346433473241092,-167.63788224305688,14.72,braking,1,0,0
NEL-0026,2023-11-19 22:04:28.186651,-58.88005341886324,-106.0889310363541,5.66,braking,1,0,0
N27-YBB,2024-02-06 14:00:39.337953,-19.763713242433212,90.85909794888545,59.6,normal,0,0,0
VQK-766,2024-02-04 23:10:19.335683,67.24851511413127,-24.957594760207,40.22,normal,0,0,0
4NW77,2024-03-21 04:36:19.836516,87.97245890652854,-58.63601433118991,42.11,normal,0,0,0
589 9TB,2024-02-09 04:26:30.824388,65.62223390756157,-99.08855621616495,50.75,lane_change,0,0,1
351-PNK,2024-07-21 06:44:39.273885,-35.32989624550508,31.390476340663156,75.74,lane_change,0,0,1
110 3544,2024-02-25 14:54:09.019652,-61.11032668039255,94.32210325925809,97.96,collision,0,1,0
W57-EIX,2024-08-29 21:57:43.544213,4.663722243884479,143.71159321495583,36.82,braking,1,0,0
756-BLGN,2024-05-25 04:04:55.944953,-1.4737583327528085,78.03417817760737,68.32,lane_change,0,0,1
0J197,2024-08-28 12:20:23.869493,8.263403447291765,-39.486140241293555,114.37,collision,0,1,0
UIV 290,2024-04-04 08:13:42.615894,-84.14916459595506,122.53231075490686,61.01,collision,0,1,0
43-9691G,2024-03-21 10:21:19.632056,-62.73182506897022,-68.40721884582813,61.05,braking,1,0,0
23ZB7,2024-04-20 14:16:49.955367,-67.13694130224664,-67.26534973098707,25.22,normal,0,0,0
67B 159,2024-01-05 17:46:20.671570,-59.5257166890804,-47.814846167244696,34.52,normal,0,0,0
PRN 803,2023-09-25 17:26:41.762829,-60.22198166585072,127.52726422062904,116.16,braking,1,0,0
PTM-507,2024-03-06 04:46:06.777475,80.47455100328895,38.98576736368966,6.17,lane_change,0,0,1
JCA M64,2024-01-18 21:52:32.026709,3.191028349713079,-141.27974232854368,119.78,collision,0,1,0
273 HM1,2023-10-23 10:36:10.809309,67.49483502606043,170.987693822106,30.38,braking,1,0,0
ZHC 620,2024-08-01 21:58:23.823418,53.092117554710455,179.7894423978663,9.81,lane_change,0,0,1
4H U8186,2024-01-16 23:34:36.051287,-37.50121455808839,-22.264705603850558,81.1,normal,0,0,0
90O XX9,2023-09-19 06:29:45.530787,-5.592609996133135,-158.8510517517613,13.74,collision,0,1,0
KLL 455,2023-11-04 09:23:28.842494,-33.75171600773788,147.3369153925766,63.65,lane_change,0,0,1
5OG P03,2024-01-31 13:36:25.734135,-18.59873310298653,61.11388417652233,19.54,braking,1,0,0
889-THG,2023-10-16 03:28:36.229364,89.96673565863259,58.46449254350901,39.91,braking,1,0,0
893-JRO,2024-04-26 08:01:36.471367,17.692662689762557,-120.27377364229127,32.65,normal,0,0,0
078QB,2023-11-25 16:00:29.124594,36.7454842285465,-0.07746139469352897,64.83,normal,0,0,0
134 4QR,2023-11-23 19:34:41.470552,41.769774719125536,-85.75543824674854,48.36,lane_change,0,0,1
HD7 7179,2023-12-29 11:33:01.618721,-64.65589093203188,164.01624915116122,29.91,collision,0,1,0
DW 5318,2024-03-14 08:04:51.663189,-49.83769604270345,-87.81879673667294,64.27,lane_change,0,0,1
931 NEZ,2024-02-08 21:31:19.662875,6.936830274919998,-144.3281996742997,53.68,collision,0,1,0
128975,2023-10-24 08:43:51.763248,18.942900358745106,151.9663390856819,108.29,braking,1,0,0
CTH-408,2023-12-02 17:15:25.419237,-84.84800176516046,157.4822397843206,27.13,normal,0,0,0
66-YC19,2024-07-19 07:02:19.406982,-88.0849666684579,-25.03805183094059,48.06,braking,1,0,0
406II,2024-04-07 04:52:12.134608,-64.8997097255374,-81.23478773933304,24.9,normal,0,0,0
YRO 196,2024-01-29 22:10:33.609982,85.51071982652843,105.98219299978899,8.71,collision,0,1,0
VDL 863,2024-02-26 10:04:54.561802,66.95680920343844,53.23756868577706,8.46,braking,1,0,0
6374,2024-03-05 00:46:00.491944,42.30309872563751,-169.71761694968083,65.74,collision,0,1,0
651-CXWM,2024-06-15 01:28:56.914678,85.77399543488318,62.349114547638976,8.39,normal,0,0,0
XZX 529,2023-11-16 15:52:40.818105,-31.749918590806757,138.46336693936018,106.37,collision,0,1,0
EVI1445,2023-10-02 13:39:59.303540,4.379360486592773,-97.58781248050778,87.39,lane_change,0,0,1
NDV-9809,2024-08-26 05:30:34.300682,85.71578524194177,-50.87513291660909,19.83,lane_change,0,0,1
3KN 027,2024-08-21 11:38:42.424150,-33.848057177953976,-167.40873428469328,42.31,normal,0,0,0
351-PKR,2024-09-04 19:20:30.848855,74.76078160034561,85.95790305197329,119.04,braking,1,0,0
KG 25100,2024-05-02 10:54:02.678110,-83.68599666956364,5.099429800507977,119.84,braking,1,0,0
40Z 641,2024-06-09 17:31:35.877800,-88.8871164550743,-176.32477673371616,49.39,collision,0,1,0
W76-42M,2023-12-15 14:32:36.102346,30.504374246932542,61.7134376394736,90.15,normal,0,0,0
60G U95,2023-11-23 18:09:20.802937,-79.36624074769196,-157.79572167176013,10.69,lane_change,0,0,1
A52-UZZ,2024-07-21 01:09:44.943488,51.07774680980958,-129.1327453727978,111.18,collision,0,1,0
0YW T08,2023-12-19 03:55:13.246599,-15.977367507518522,-100.18156980046213,1.5,normal,0,0,0
937 1HM,2023-11-08 23:21:51.057546,12.170175576537346,93.93726831627527,52.59,braking,1,0,0
0-73039B,2024-03-22 17:55:33.635329,33.783951469116516,-14.901387325549479,111.83,collision,0,1,0
6797 AJ,2023-10-21 03:46:09.214439,-69.48614849335296,-129.70354339623333,112.7,collision,0,1,0
56I 9603,2024-08-12 10:59:36.481994,46.863549157650624,84.49928429129602,77.07,braking,1,0,0
3WA 229,2023-11-04 11:17:54.038525,-68.22468136879455,161.12673717140547,35.11,normal,0,0,0
TRN 087,2024-03-01 00:05:39.941778,57.36658207431415,-62.12146358242198,108.91,normal,0,0,0
F61 7GA,2024-05-09 02:51:35.460716,-52.04179650179454,-176.5905107602901,65.03,lane_change,0,0,1
XSN-0531,2024-03-16 17:02:29.705666,29.377146774032852,-66.58326524254228,96.55,collision,0,1,0
NOP0150,2023-12-09 14:33:46.222116,-47.04694159397181,149.07712527115348,119.33,lane_change,0,0,1
5-P2776,2024-04-09 04:11:05.955276,-13.694996422008245,176.79739596618782,94.45,collision,0,1,0
584 TDJ,2024-01-04 17:30:34.355615,-32.79359369868486,-178.5264089485931,85.17,collision,0,1,0
024 6RM,2024-08-16 23:16:17.945099,62.34410112323539,78.46482493282258,108.75,lane_change,0,0,1
280-879,2023-11-26 11:43:27.697069,-16.708346551248127,-147.42789591251508,3.08,normal,0,0,0
3P875,2023-10-05 09:58:05.669811,23.292247730022794,92.88460160732797,22.92,collision,0,1,0
AIM 415,2024-04-06 17:43:13.201358,55.86187171643084,80.68504284080569,84.19,normal,0,0,0
1-86315G,2024-01-14 11:20:17.235355,-8.964089771644055,-61.326328642291216,81.4,braking,1,0,0
ZNO 569,2024-08-30 08:20:19.991025,-52.32272221854038,152.83959381217227,29.51,collision,0,1,0
9V 60150,2023-09-22 02:28:17.415724,80.51084995174148,-42.54711726364124,37.62,braking,1,0,0
18Z•389,2023-12-07 15:38:10.691801,39.433845885750145,-145.39590633613858,64.13,normal,0,0,0
594LDS,2024-04-12 16:16:24.049543,66.97579223795344,-106.98940185011261,40.81,normal,0,0,0
67V 597,2023-09-27 20:23:32.677795,55.48774138161656,-65.53827233547143,53.35,lane_change,0,0,1
580-RCVO,2024-05-24 00:49:17.797984,34.953925015192425,-167.32487214204247,10.08,lane_change,0,0,1
6ZU4885,2024-08-19 18:23:45.714096,66.72791135641793,-44.74885539965163,14.27,collision,0,1,0
AV6 B4T,2024-01-16 05:32:33.827475,-2.0342357019544437,-82.40301745300268,87.03,lane_change,0,0,1
2R 6F1MZF,2023-10-12 16:39:57.217456,22.980985908953926,7.203484743020482,100.68,braking,1,0,0
9YR X75,2023-09-25 06:43:27.935072,-29.41830249939497,118.45437206608915,22.59,braking,1,0,0
8VY9621,2024-03-06 14:55:17.544896,-7.578175414484022,26.8235295270797,62.14,collision,0,1,0
C87 4CO,2023-10-31 06:15:45.444352,78.33532705146217,-159.03792022250315,52.02,braking,1,0,0
604 4AZ,2024-07-26 16:04:00.548124,-48.150254982964555,-148.51232447930718,31.86,lane_change,0,0,1
307 UMQ,2024-08-13 06:17:04.279636,38.469933049742934,-96.52634599045251,86.22,lane_change,0,0,1
6IB 282,2023-10-14 08:09:01.042186,-60.37596630279319,-170.05744809475547,41.13,collision,0,1,0
6DY83,2024-07-24 05:41:52.238809,12.078405199690096,-65.09062737264499,5.6,normal,0,0,0
BRK-968,2024-06-18 15:45:58.997056,80.8542259575382,141.64388053764526,105.9,normal,0,0,0
QFY-1165,2024-06-03 10:38:37.593073,-42.60143418653302,-66.07125424449117,51.63,collision,0,1,0
ZUU 667,2023-10-23 23:30:37.733460,63.332154369985176,-107.0756864201436,39.73,braking,1,0,0
283 HLK,2024-01-14 20:57:12.480251,21.765471075509637,-93.15108289525456,65.03,collision,0,1,0
LZF G61,2024-06-22 06:54:30.082910,78.6530842853578,-143.63100194606702,98.82,lane_change,0,0,1
65P 0066,2024-06-25 13:17:38.492440,-13.69304629430475,-119.26430931066423,113.01,lane_change,0,0,1
024 5BA,2024-02-05 10:27:13.272367,51.52845383629801,-125.078745753834,24.26,braking,1,0,0
0NS 124,2023-09-24 04:10:00.133847,-14.732269390123392,-92.74049569286707,40.59,lane_change,0,0,1
90J 408,2024-04-18 01:16:28.878364,23.175606321100446,-113.30102973827653,35.57,lane_change,0,0,1
7M437,2023-11-27 17:21:44.932401,-86.62685639884405,67.43892958533081,66.35,braking,1,0,0
556 HHX,2023-12-20 03:05:03.905381,81.9419317403648,-20.818160307085577,73.08,collision,0,1,0
525640,2024-01-24 08:42:55.371343,-2.23868945145945,-7.668070559067502,47.93,braking,1,0,0
PBC 492,2024-03-28 12:29:54.351239,8.654444945316854,-120.7447415927644,37.72,collision,0,1,0
502-XHGT,2024-08-08 19:37:21.785475,38.52721177564899,76.1316643760581,94.31,normal,0,0,0
347 8PO,2024-05-06 13:52:08.138055,24.619694385654412,-158.67732111794243,31.32,collision,0,1,0
ZFV 688,2024-06-17 19:04:24.270606,-57.6096209848414,147.2993064231727,95.11,normal,0,0,0
924 ISY,2024-08-30 21:48:11.351382,-9.527595520913223,-26.908440573803347,27.21,braking,1,0,0
XK 8550,2023-10-30 20:25:30.404159,77.637271695288,161.61826449058174,45.34,normal,0,0,0
YDB-1775,2023-11-15 04:36:26.008394,-17.830841636368476,-148.20229148670617,18.21,lane_change,0,0,1
207 LTE,2024-02-08 22:48:01.995118,-27.133165199064884,-60.175213817702115,39.03,braking,1,0,0
4O 61483,2024-01-28 05:38:31.213039,15.759904200327341,26.575339723967716,57.96,braking,1,0,0
491W,2024-03-22 10:54:26.621150,24.382080977253864,-137.31952994596904,31.83,collision,0,1,0
JQX0917,2023-09-15 10:40:10.590551,76.45274152184527,-86.63571296967388,20.82,collision,0,1,0
3CZ57,2024-08-17 13:52:13.282824,8.77918383333514,90.36797011332453,34.36,lane_change,0,0,1
AUL-4964,2024-06-25 13:20:36.779598,81.22725834205508,-14.807389989889373,5.28,normal,0,0,0
32G J93,2024-05-05 23:42:46.548966,-65.55307430454057,40.323538454247114,116.45,collision,0,1,0
759KL,2023-12-20 05:08:26.295265,-57.41341187018682,73.16203331736801,56.34,normal,0,0,0
879 COI,2024-01-15 22:41:48.204675,86.41900445521233,-34.83550188851197,73.48,normal,0,0,0
791MQ,2023-09-24 07:37:37.826960,-30.393146382128087,-159.07335876501418,1.76,lane_change,0,0,1
KX-9721,2024-02-10 17:25:16.162790,54.500410205532944,139.36671458124408,101.03,lane_change,0,0,1
7WA 500,2024-09-12 13:30:23.835520,-76.34950785977782,128.74734433091749,37.85,collision,0,1,0
455 LFI,2023-09-18 11:08:31.774291,-69.136596121518,135.16476597599376,114.14,lane_change,0,0,1
6LX W33,2024-04-27 06:06:26.200316,-82.94287867782413,85.18155486842875,11.13,braking,1,0,0
K07 7GK,2024-03-14 12:05:55.456450,44.30005731768057,-178.03840721988388,16.3,lane_change,0,0,1
3NX3609,2024-06-26 23:56:59.411201,-39.71848982848818,-94.9559724055327,55.68,collision,0,1,0
XZL-9663,2024-02-16 11:52:49.205075,37.27153068286262,162.35466090483442,27.29,collision,0,1,0
U93 1YT,2023-10-01 03:07:07.606003,38.777533294649004,92.76340095106144,25.18,collision,0,1,0
176133,2024-01-25 23:59:15.290053,-39.25464012550123,3.478401193558284,69.56,braking,1,0,0
319 6629,2024-06-09 09:13:18.892609,-64.44299368261814,157.54225389745113,107.55,normal,0,0,0
BF-6729,2024-03-30 03:01:32.587118,-52.487658742088705,179.68823307521757,5.84,lane_change,0,0,1
LTF2511,2024-01-21 18:33:16.152142,21.768641872562867,93.18754304148325,64.22,normal,0,0,0
QYX-0186,2023-12-17 17:37:07.662284,-49.852416539588816,-83.64235959933463,27.06,collision,0,1,0
MET 687,2024-03-08 16:36:01.629343,43.373685206588306,71.3311398428718,98.92,braking,1,0,0
799 ZJT,2024-04-22 21:49:01.240189,64.42709989530073,4.000798431851507,98.42,braking,1,0,0
05-B543,2024-05-12 06:38:25.540022,66.72314316638673,-134.50064557853943,100.24,braking,1,0,0
2KZ1402,2024-05-15 22:21:43.371529,82.50916783068632,151.14355890755837,57.97,lane_change,0,0,1
284-HZV,2024-01-30 14:27:52.902939,-79.81080924568039,-129.9432903705021,66.24,braking,1,0,0
890-WTX,2024-08-25 09:14:39.735809,-87.31575335506147,95.95204281496348,38.77,collision,0,1,0
VLC 032,2024-08-14 12:20:42.605531,-3.7538315394724293,-57.71031010123714,31.79,normal,0,0,0
QB 3399,2024-07-13 16:58:06.702274,-41.65293347238917,11.667114688208585,20.81,braking,1,0,0
59P•103,2024-05-26 03:11:17.962863,-36.012380945212165,-95.82261654732852,17.6,collision,0,1,0
6QN57,2024-08-09 22:58:55.012790,0.41179765863950024,-77.3495795473283,83.05,collision,0,1,0
31YW0,2024-01-08 12:48:28.160822,-29.688459766885508,41.07356505229757,53.86,braking,1,0,0
145731,2024-03-17 19:50:08.724191,51.65529535731369,75.15904233357941,69.04,collision,0,1,0
ISL2907,2024-06-06 23:54:49.604704,28.2051077381725,114.70186912340472,48.41,normal,0,0,0
0SR 076,2024-05-20 01:55:38.110374,49.46645768280527,57.643412742136405,66.45,lane_change,0,0,1
LNY-6325,2024-03-02 14:34:05.827002,-89.79258481187934,-171.06578086916898,17.69,normal,0,0,0
SKP-8643,2023-10-01 21:43:42.988054,-19.06630755334551,-54.99437896500095,69.79,braking,1,0,0
7VC5895,2023-11-28 12:44:49.325851,12.340345938044877,130.345667804632,29.4,lane_change,0,0,1
LSQ 617,2024-02-22 07:10:10.651773,13.567192269513981,125.1961731574035,71.63,normal,0,0,0
89I U83,2023-10-28 16:51:41.291782,-69.56867856618938,-161.98014816958474,93.62,lane_change,0,0,1
KWM-564,2023-11-18 02:10:53.736231,10.809976721994246,96.58089169105415,62.4,normal,0,0,0
DPC-714,2023-09-27 04:57:12.008933,47.819755716793566,162.59568617743588,44.65,normal,0,0,0
129J,2024-03-02 18:28:33.055202,25.198548595471166,76.84062885532825,14.34,normal,0,0,0
0NF 449,2023-12-31 03:41:09.815803,67.02342643295745,-116.35276409870252,37.99,lane_change,0,0,1
WHS 773,2024-08-16 21:20:04.186562,-34.84971204408971,-167.64768703951276,97.93,normal,0,0,0
4QQ Y83,2024-08-05 02:53:01.511440,-72.37986493878094,98.86278104580731,98.84,braking,1,0,0
816-VLU,2024-04-22 01:18:13.882447,-79.47314983555407,-36.38359644838954,62.23,braking,1,0,0
33YF235,2024-09-03 10:45:19.091372,-68.6359298873852,-49.09542675543605,47.08,lane_change,0,0,1
1MGF497,2024-01-19 07:33:58.312664,13.525560955553402,107.68970036502185,91.44,normal,0,0,0
TDP C76,2024-05-25 02:03:29.478341,55.090749648205104,-19.592601054247297,18.65,collision,0,1,0
ZCE-008,2023-12-24 03:36:45.712947,-8.774227225518246,-159.08651608444754,118.46,collision,0,1,0
31W•511,2024-07-29 21:38:17.901345,-68.53721850531795,23.4815777447254,98.96,lane_change,0,0,1
6ZZ 206,2024-07-03 13:43:30.399666,58.961174493366116,102.43757728201308,39.63,normal,0,0,0
696DJS,2024-01-17 20:14:31.162594,5.181007392293893,108.77302483584452,48.04,braking,1,0,0
R 285605,2023-10-05 09:21:24.528639,86.04157650372841,-67.42764088243385,47.79,normal,0,0,0
0DMM 02,2024-05-01 15:30:24.136580,-42.987789060979615,70.80873032155503,92.29,lane_change,0,0,1
48X KN4,2023-09-30 23:21:38.104134,31.278568009433855,-168.42946479922972,115.09,collision,0,1,0
6534,2024-08-08 13:51:07.596909,75.95917496662742,-168.30561462106456,80.25,lane_change,0,0,1
785694,2024-04-30 18:12:59.090648,72.28412664405343,104.17978841813044,63.86,collision,0,1,0
054 SPU,2024-07-15 19:23:47.457491,75.75417439071069,-3.5863541259001295,73.93,braking,1,0,0
MRZ 357,2024-02-14 23:09:57.214906,34.83777621930258,-26.37396792621746,11.97,lane_change,0,0,1
0YQ65,2023-09-14 20:38:37.466874,0.44563678109055616,-104.70158686879059,5.66,lane_change,0,0,1
FPD-0461,2024-01-04 05:34:58.590929,-41.617750463698826,62.31264890775009,110.17,collision,0,1,0
29-S990,2024-08-29 12:47:13.173223,74.52117585716795,-138.15077411937835,65.71,braking,1,0,0
909 XZS,2024-02-09 09:20:12.291041,-33.066592828601685,84.39318508836612,13.93,lane_change,0,0,1
517 1343,2024-02-05 00:36:36.903977,-66.3418587980025,-168.3455396586586,9.89,braking,1,0,0
AZZ-865,2024-02-05 00:28:40.234755,17.744259638378196,-10.276227556586718,39.86,normal,0,0,0
KP1 9002,2023-10-27 10:15:12.844455,16.557202259477975,51.863717640415445,14.27,collision,0,1,0
79-UQ36,2024-01-22 11:14:47.188586,28.3208132186722,132.0755615651898,66.71,braking,1,0,0
4UB 366,2024-02-01 03:04:09.191703,72.24705253830658,78.33035546573655,80.61,collision,0,1,0
66X N58,2024-07-12 00:45:10.882913,-61.87546007866365,114.13195502477839,44.34,braking,1,0,0
MAG 421,2024-08-18 20:23:51.666910,20.837604178229896,-95.83628844651578,98.27,normal,0,0,0
777F,2023-10-07 12:18:17.612039,75.45234494055777,-98.28096621191573,77.59,collision,0,1,0
402 HD1,2023-11-22 11:42:17.657105,88.91353483759465,-69.22779709876144,21.62,collision,0,1,0
01D O44,2024-08-18 07:16:24.302439,61.3683391282095,83.86952586911724,40.43,lane_change,0,0,1
7NNY 12,2024-01-09 10:22:52.025496,10.320506003486031,-49.30933257582964,50.71,collision,0,1,0
MPV 534,2024-04-10 13:14:15.108150,-14.014095761268862,179.13743325795787,110.25,normal,0,0,0
SNE 093,2024-07-25 13:42:28.568182,-27.957976058445105,161.05459063249896,103.85,lane_change,0,0,1
873 ZZZ,2024-08-30 14:27:47.927288,-3.1637535333389906,17.820149760478188,11.84,normal,0,0,0
730NAS,2023-11-02 19:30:01.439495,-14.990336384476208,-116.83862213246083,2.27,collision,0,1,0
4M579,2024-07-15 08:45:48.602411,35.21608633622911,-112.69028817570423,32.91,braking,1,0,0
EXI 764,2024-06-14 03:33:59.238993,89.20539125376618,103.60067845927847,108.67,braking,1,0,0
6Y 4168U,2024-01-05 14:41:11.194660,22.986875520637,-94.58460243425178,28.19,collision,0,1,0
EFK-0652,2023-12-14 07:12:10.332058,-37.732620352292166,167.61047493391675,72.69,collision,0,1,0
51D W67,2024-02-20 06:03:01.324600,5.228100440109188,-143.15388693313798,80.7,normal,0,0,0
674QZH,2024-08-25 08:51:44.727360,-72.2006430967906,-88.62465278473556,41.75,braking,1,0,0
0A351,2024-08-20 01:35:53.690228,-78.59028540972275,16.265255633199104,81.09,collision,0,1,0
993E3,2024-03-22 02:01:29.186261,-76.316832661154,29.545287281113332,112.49,braking,1,0,0
552 NBH,2024-05-29 15:34:59.597463,-33.57694301989509,-6.117569884462284,84.31,braking,1,0,0
06-FW02,2024-08-01 17:39:14.794761,-4.313765521441638,-128.6636135587466,28.78,braking,1,0,0
MUT 594,2024-08-06 05:17:55.177276,-49.32561094019597,-118.45309518744064,99.44,normal,0,0,0
4OOS 25,2024-08-15 07:54:57.983667,80.18706886276263,-176.4689550328187,26.59,collision,0,1,0
